County name,Farm per 1000 Cap,Housing Unit Count per Cap,Housing Unit Price,Household Income Mean
Kewaunee County,29.15522144,0.449375934,582,80085
La Crosse County,5.58400793,0.439732364,644,70704
Lafayette County,67.144343,0.415636196,582,72091
Langlade County,17.04632711,0.624622472,450,57258
Lincoln County,14.72190014,0.570359439,511,67726
Manitowoc County,13.39663612,0.465692589,523,68611
Marathon County,14.8032583,0.43350037,574,76185
Marinette County,11.05259429,0.693668375,469,63401
Marquette County,24.83643524,0.62510322,542,63471
Menominee County,0.233317779,0.501166589,324,59528
Milwaukee County,0.108138504,0.458332072,721,62118
Monroe County,29.65279275,0.429544964,529,68213
Oconto County,19.03239503,0.599395559,549,75886
Oneida County,3.641126392,0.805396202,494,69621
Outagamie County,5.11796919,0.408925738,631,82857
Ozaukee County,3.107837711,0.419504875,759,96734
Pepin County,51.62144275,0.476902713,611,74536
Pierce County,26.5099124,0.393084371,771,88802
Polk County,23.25936593,0.531888896,621,76208
Portage County,13.20099944,0.437201555,592,73284
Price County,25.34251437,0.766593313,535,58720
Racine County,2.718335171,0.425661084,675,75331
Richland County,62.02184197,0.498861181,567,62649
Rock County,8.159022368,0.427254761,628,74390
Rusk County,32.04404291,0.61257764,496,58322
St. Croix County,12.16897728,0.389825837,703,102482
Sauk County,21.17739073,0.467632283,632,77648
Sawyer County,7.64534112,0.855534908,487,59055
Shawano County,24.91585753,0.494685101,538,67032
Sheboygan County,7.115633266,0.444084813,581,71898
Taylor County,36.94153816,0.468736054,568,63142
Trempealeau County,38.73250868,0.434174215,627,71295
Vernon County,57.73340563,0.444611017,563,69556
Vilas County,1.419742776,1.034867212,484,67132
Walworth County,8.120419885,0.504654387,695,77359
Washburn County,18.6668237,0.755093629,540,61270
Washington County,4.180873226,0.423608959,666,95851
Waukesha County,1.052684585,0.416198873,769,104100
Waupaca County,18.89742237,0.50067421,567,71189
Waushara County,25.00099685,0.590294669,537,64968
Winnebago County,4.708407623,0.442971144,634,72873
Wood County,12.29325291,0.468766482,521,66417
Albany County,9.214009367,0.476863164,554,59881
Big Horn County,45.59748428,0.444389275,456,60547
Campbell County,11.42952488,0.416134818,569,95253
Carbon County,21.8245614,0.576842105,469,66721
Converse County,22.8098213,0.482565742,510,79164
Crook County,70.61093248,0.472411576,536,71209
Fremont County,24.84831701,0.439842904,484,64646
Goshen County,58.25089038,0.463791057,554,64882
Hot Springs County,35.24324324,0.538378378,439,64375
Johnson County,45.66625014,0.526525048,499,63905
Laramie County,8.4395233,0.442431447,570,77884
Lincoln County,28.80952381,0.464904762,444,86092
Natrona County,4.999378187,0.461397836,473,71247
Niobrara County,95.61060409,0.598870056,480,48987
Park County,28.02264977,0.476578084,543,70533
Platte County,57.56578947,0.546992481,501,66299
Sheridan County,22.65146461,0.462004973,578,70855
Sublette County,30.56330173,0.584383714,466,82791
Sweetwater County,4.433891406,0.465825116,460,76464
Teton County,4.769680303,0.580225163,1116,112681
Uinta County,18.96125309,0.430047039,485,82672
Washakie County,26.88593057,0.50247977,501,62648
Weston County,38.15904457,0.497669677,559,87545
